-gamias	OTHER
-gena	OTHER
-genas	OTHER
-genia	OTHER
-genias	OTHER
-geno	OTHER
-genos	OTHER
-glota	OTHER
-glotas	OTHER
-gloto	OTHER
-glotos	OTHER
-gono	OTHER
-gonos	OTHER
-grada	OTHER
-gradas	OTHER
-grado	OTHER
-grados	OTHER
-grafa	OTHER
-grafas	OTHER
-grafo	OTHER
-grafos	OTHER
-grafía	OTHER
-grafías	OTHER
-grama	OTHER
-gramas	OTHER
-gráfica	OTHER
-gráficas	OTHER
-gráfico	OTHER
-gráficos	OTHER
-génesis	OTHER
-génica	OTHER
-génicas	OTHER
-génico	OTHER
-génicos	OTHER
-i-	OTHER
-ia	OTHER
-iana	OTHER
-ianas	OTHER
-iano	OTHER
-ianos	OTHER
-iar	OTHER
-iatra	OTHER
-iatras	OTHER
-iatría	OTHER
-iatrías	OTHER
-ible	OTHER
-ica	OTHER
-ice	OTHER
-icemos	OTHER
-icen	OTHER
-ices	OTHER
-ichuela	OTHER
-ichuelas	OTHER
-ico	OTHER
-icos	OTHER
-icé	OTHER
-icéis	OTHER
-id	OTHER
-ida	VERB
-idad	OTHER
-idades	OTHER
-idas	OTHER
-ido	OTHER
-idor	OTHER
-idora	OTHER
-idoras	OTHER
-idores	OTHER
-idos	OTHER
-idura	OTHER
-iduras	OTHER
-iega	OTHER
-iegas	OTHER
-iego	OTHER
-iegos	OTHER
-iendo	OTHER
-ienta	OTHER
-ientas	OTHER
-iente	OTHER
-ientes	OTHER
-iento	OTHER
-ientos	OTHER
-iera	OTHER
-ierais	OTHER
-ieran	OTHER
-ieras	OTHER
-iere	OTHER
-iereis	OTHER
-ieren	OTHER
-ieres	OTHER
-ieron	OTHER
-iese	OTHER
-ieseis	OTHER
-iesen	OTHER
-ieses	OTHER
-ifica	OTHER
-ificaba	OTHER
-ificabais	OTHER
-ificaban	OTHER
-ificabas	OTHER
-ificada	VERB
-ificadas	VERB
-ificado	VERB
-ificados	VERB
-ificamos	OTHER
-ifican	OTHER
-ificando	OTHER
-ificar	OTHER
-ificara	OTHER
-ificarais	OTHER
-ificaran	OTHER
-ificaras	OTHER
-ificaremos	OTHER
-ificaron	OTHER
-ificará	OTHER
-ificarán	OTHER
-ificarás	OTHER
-ificaré	OTHER
-ificaréis	OTHER
-ificaría	OTHER
-ificaríais	OTHER
-ificaríamos	OTHER
-ificarían	OTHER
-ificarías	OTHER
-ificas	OTHER
-ificase	OTHER
-ificaseis	OTHER
-ificasen	OTHER
-ificases	OTHER
-ificaste	OTHER
-ificasteis	OTHER
-ifico	OTHER
-ificábamos	OTHER
-ificáis	OTHER
-ificáramos	OTHER
-ificás	OTHER
-ificásemos	OTHER
-ificó	OTHER
-ifique	OTHER
-ifiquemos	OTHER
-ifiquen	OTHER
-ifiques	OTHER
-ifiqué	OTHER
-ifiquéis	OTHER
-ijo	OTHER
-ijos	OTHER
-il	OTHER
-illa	OTHER
-illo	OTHER
-illón	OTHER
-ilo	OTHER
-ilos	OTHER
-imento	OTHER
-imentos	OTHER
-imiento	OTHER
-imientos	OTHER
-imos	OTHER
-in	OTHER
-ina	OTHER
-inas	OTHER
-ines	OTHER
-ing	OTHER
-inga	OTHER
-ingas	OTHER
-ingo	OTHER
-ingos	OTHER
-ings	OTHER
-ino	OTHER
-io	OTHER
-ios	OTHER
-ir	OTHER
-iremos	OTHER
-irá	OTHER
-irán	OTHER
-irás	OTHER
-iré	OTHER
-iréis	OTHER
-iría	OTHER
-iríais	OTHER
-iríamos	OTHER
-irían	OTHER
-irías	OTHER
-isca	OTHER
-isco	OTHER
-ismo	OTHER
-ismos	OTHER
-ista	OTHER
-istanes	OTHER
-istas	OTHER
-iste	OTHER
-isteis	OTHER
-istán	OTHER
-ita	OTHER
-itas	OTHER
-itico	OTHER
-iticos	OTHER
-itis	OTHER
-ito	OTHER
-itorio	OTHER
-itos	OTHER
-itud	OTHER
-itudes	OTHER
-iva	OTHER
-ivas	OTHER
-ivo	OTHER
-ivos	OTHER
-iza	OTHER
-izaba	OTHER
-izabais	OTHER
-izaban	OTHER
-izabas	OTHER
-izaciones	OTHER
-ización	OTHER
-izada	VERB
-izadas	VERB
-izado	VERB
-izados	VERB
-izamos	OTHER
-izan	OTHER
-izando	OTHER
-izar	OTHER
-izara	OTHER
-izarais	OTHER
-izaran	OTHER
-izaras	OTHER
-izaremos	OTHER
-izarla	OTHER
-izarlas	OTHER
-izarle	OTHER
-izarles	OTHER
-izarlo	OTHER
-izarlos	OTHER
-izarme	OTHER
-izarnos	OTHER
-izaron	OTHER
-izaros	OTHER
-izarse	OTHER
-izarte	OTHER
-izará	OTHER
-izarán	OTHER
-izarás	OTHER
-izaré	OTHER
-izaréis	OTHER
-izaría	OTHER
-izaríais	OTHER
-izaríamos	OTHER
-izarían	OTHER
-izarías	OTHER
-izas	OTHER
-izase	OTHER
-izaseis	OTHER
-izases	OTHER
-izaste	OTHER
-izasteis	OTHER
-izo	OTHER
-izos	OTHER
-izábamos	OTHER
-izáis	OTHER
-izándola	OTHER
-izándolas	OTHER
-izándole	OTHER
-izándoles	OTHER
-izándolo	OTHER
-izándolos	OTHER
-izándome	OTHER
-izándonos	OTHER
-izándoos	OTHER
-izándose	OTHER
-izándote	OTHER
-izáramos	OTHER
-izásemos	OTHER
-izó	OTHER
-iéndola	OTHER
-iéndolas	OTHER
-iéndole	OTHER
-iéndoles	OTHER
-iéndolo	OTHER
-iéndolos	OTHER
-iéndome	OTHER
-iéndonos	OTHER
-iéndoos	OTHER
-iéndose	OTHER
-iéndote	OTHER
-iéramos	OTHER
-iéremos	OTHER
-iésemos	OTHER
-iño	OTHER
-iños	OTHER
-ió	OTHER
-landia	OTHER
-landias	OTHER
-latría	OTHER
-latrías	OTHER
-le	OTHER
-lecto	OTHER
-lectos	OTHER
-lisis	OTHER
-lita	OTHER
-lito	OTHER
-litos	OTHER
-loga	OTHER
-logas	OTHER
-logo	OTHER
-logos	OTHER
-logía	OTHER
-logías	OTHER
-lítico	OTHER
-lógica	OTHER
-lógicas	OTHER
-lógico	OTHER
-lógicos	OTHER
-mana	OTHER
-mancia	OTHER
-mancias	OTHER
-mancía	OTHER
-mancías	OTHER
-mano	OTHER
-manos	OTHER
-manía	OTHER
-manías	OTHER
-megalia	OTHER
-megalias	OTHER
-mente	OTHER
-mento	OTHER
-mentos	OTHER
-metro	OTHER
-metros	OTHER
-metría	OTHER
-metrías	OTHER
-miento	OTHER
-mientos	OTHER
-morfa	OTHER
-morfas	OTHER
-morfismo	OTHER
-morfo	OTHER
-morfos	OTHER
-métrica	OTHER
-métricas	OTHER
-métrico	OTHER
-métricos	OTHER
-mórfico	OTHER
-nada	OTHER
-nadas	OTHER
-nauta	OTHER
-nautas	OTHER
-nomía	OTHER
-nomías	OTHER
-o	OTHER
-odo	OTHER
-oico	OTHER
-oide	OTHER
-oma	OTHER
-on	OTHER
-ona	OTHER
-onas	OTHER
-ones	OTHER
-onga	OTHER
-ongas	OTHER
-ongo	OTHER
-ongos	OTHER
-or	OTHER
-orra	OTHER
-orras	OTHER
-orro	OTHER
-orros	OTHER
-osa	OTHER
-osas	OTHER
-osis	OTHER
-oso	OTHER
-osos	OTHER
-ostomía	OTHER
-ostomías	OTHER
-ota	OTHER
-otas	OTHER
-ote	OTHER
-otes	OTHER
-pata	OTHER
-patas	OTHER
-patía	OTHER
-patías	OTHER
-peda	OTHER
-pedas	OTHER
-pedo	OTHER
-pedos	OTHER
-plastia	OTHER
-plastias	OTHER
-podo	OTHER
-podos	OTHER
-polio	OTHER
-polios	OTHER
-ptera	OTHER
-pteras	OTHER
-ptero	OTHER
-pteros	OTHER
-pática	OTHER
-páticas	OTHER
-pático	OTHER
-páticos	OTHER
-ra	OTHER
-re	OTHER
-res	OTHER
-rragia	OTHER
-s	OTHER
-saurio	OTHER
-saurios	OTHER
-sca	OTHER
-scas	OTHER
-sco	OTHER
-scopia	OTHER
-scopias	OTHER
-scopio	OTHER
-scopios	OTHER
-scopía	OTHER
-scopías	OTHER
-scos	OTHER
-scópica	OTHER
-scópicas	OTHER
-scópico	OTHER
-scópicos	OTHER
-sfera	OTHER
-sferas	OTHER
-sis	OTHER
-soma	OTHER
-stato	OTHER
-statos	OTHER
-stática	OTHER
-státicas	OTHER
-stático	OTHER
-státicos	OTHER
-tad	OTHER
-tades	OTHER
-teca	OTHER
-tecas	OTHER
-tecnia	OTHER
-tecnias	OTHER
-tepeque	OTHER
-termia	OTHER
-tico	OTHER
-toma	OTHER
-tomo	OTHER
-tomía	OTHER
-tomías	OTHER
-toria	OTHER
-torias	OTHER
-torio	OTHER
-torios	OTHER
-trofa	OTHER
-trofas	OTHER
-trofia	OTHER
-trofias	OTHER
-trofo	OTHER
-trofos	OTHER
-tropo	OTHER
-trópica	OTHER
-trópicas	OTHER
-trópico	OTHER
-trópicos	OTHER
-ucha	OTHER
-uchas	OTHER
-ucho	OTHER
-uchos	OTHER
-uco	OTHER
-ucos	OTHER
-uda	OTHER
-udas	OTHER
-udo	OTHER
-udos	OTHER
-uela	OTHER
-uelas	OTHER
-uelo	OTHER
-uelos	OTHER
-uja	OTHER
-ujas	OTHER
-ujo	OTHER
-ujos	OTHER
-umbre	OTHER
-umbres	OTHER
-una	OTHER
-unas	OTHER
-uno	OTHER
-unos	OTHER
-ura	OTHER
-uria	OTHER
-urias	OTHER
-uro	OTHER
-uros	OTHER
-usca	OTHER
-uscas	OTHER
-usco	OTHER
-uscos	OTHER
-uzco	OTHER
-x	OTHER
-x-	OTHER
-xiones	OTHER
-xión	OTHER
-yendo	OTHER
-zones	OTHER
-zoo	OTHER
-zoos	OTHER
-zuela	OTHER
-zuelas	OTHER
-zón	OTHER
-ábamos	OTHER
-ácea	OTHER
-áceas	OTHER
-áceo	OTHER
-áceos	OTHER
-áis	OTHER
-áramos	OTHER
-áremos	OTHER
-ásemos	OTHER
-ática	OTHER
-áticas	OTHER
-ático	OTHER
-áticos	OTHER
-é	OTHER
-éis	OTHER
-és	OTHER
-ésimo	OTHER
-í	OTHER
-ía	OTHER
-íais	OTHER
-íamos	OTHER
-ían	OTHER
-ías	OTHER
-íes	OTHER
-ífera	OTHER
-íferas	OTHER
-ífero	OTHER
-íferos	OTHER
-ín	OTHER
-ío	OTHER
-ís	OTHER
-ísima	OTHER
-ísimas	OTHER
-ísimo	OTHER
-ísimos	OTHER
-ística	OTHER
-ísticas	OTHER
-ístico	OTHER
-ísticos	OTHER
-ó	OTHER
-ón	OTHER
-ónimo	OTHER
-ónimos	OTHER
-́ido	OTHER
0.ª	ADJECTIVE
0.ªs	ADJECTIVE
0.º	ADJECTIVE
0.ºs	ADJECTIVE
1 corintios	PROPER_NOUN
1 crónicas	PROPER_NOUN
1 juan	PROPER_NOUN
1 macabeos	PROPER_NOUN
1 pedro	PROPER_NOUN
1 reyes	PROPER_NOUN
1 samuel	PROPER_NOUN
1 tesalonicenses	PROPER_NOUN
1 timoteo	PROPER_NOUN
1-o	PROPER_NOUN
1.ª	ADJECTIVE
1.ªs	ADJECTIVE
1.º	ADJECTIVE
1.ºs	ADJECTIVE
10.ª	ADJECTIVE
10.ªs	ADJECTIVE
10.º	ADJECTIVE
10.ºs	ADJECTIVE
100.ª	ADJECTIVE
100.º	ADJECTIVE
100pre	OTHER
100to	VERB
100tífica	NOUN
100tíficas	NOUN
100tífico	NOUN
100tíficos	NOUN
11 metros	NOUN
11-m	PROPER_NOUN
11-s	PROPER_NOUN
11.ª	ADJECTIVE
11.ªs	ADJECTIVE
11.º	ADJECTIVE
11.ºs	ADJECTIVE
11m	PROPER_NOUN
11s	PROPER_NOUN
12.ª	ADJECTIVE
12.ªs	ADJECTIVE
12.º	ADJECTIVE
12.ºs	ADJECTIVE
13.º	ADJECTIVE
14.º	ADJECTIVE
15-m	PROPER_NOUN
15.º	ADJECTIVE
15m	PROPER_NOUN
16.º	ADJECTIVE
17.º	ADJECTIVE
18.º	ADJECTIVE
19.º	ADJECTIVE
1o	PROPER_NOUN
1ª	ADJECTIVE
1º	ADJECTIVE
2 corintios	PROPER_NOUN
2 crónicas	PROPER_NOUN
2 juan	PROPER_NOUN
2 macabeos	PROPER_NOUN
2 pedro	PROPER_NOUN
2 reyes	PROPER_NOUN
2 samuel	PROPER_NOUN
2 tesalonicenses	PROPER_NOUN
2 timoteo	PROPER_NOUN
2.ª	ADJECTIVE
2.ªs	ADJECTIVE
2.º	ADJECTIVE
2.ºs	ADJECTIVE
20.º	ADJECTIVE
21.º	ADJECTIVE
22.ª	ADJECTIVE
22.ªs	ADJECTIVE
22.º	ADJECTIVE
22.ºs	ADJECTIVE
23.º	ADJECTIVE
23f	PROPER_NOUN
24.º	ADJECTIVE
24/7	OTHER
25.º	ADJECTIVE
26.º	ADJECTIVE
27.º	ADJECTIVE
28.º	ADJECTIVE
29.º	ADJECTIVE
2a	ADJECTIVE
2as	ADJECTIVE
2o	ADJECTIVE
2os	ADJECTIVE
2ª	ADJECTIVE
2º	ADJECTIVE
3 amigos	PROPER_NOUN
3 juan	PROPER_NOUN
3-1-1	PROPER_NOUN
3.ªs	ADJECTIVE
3.º	ADJECTIVE
3.ºs	ADJECTIVE
30.º	ADJECTIVE
31.ª	ADJECTIVE
31.ªs	ADJECTIVE
31.º	ADJECTIVE
31.ºs	ADJECTIVE
311	PROPER_NOUN
32.º	ADJECTIVE
33.ª	ADJECTIVE
33.ªs	ADJECTIVE
33.º	ADJECTIVE
33.ºs	ADJECTIVE
34.ª	ADJECTIVE
34.ªs	ADJECTIVE
34.º	ADJECTIVE
34.ºs	ADJECTIVE
35.ª	ADJECTIVE
35.ªs	ADJECTIVE
35.º	ADJECTIVE
35.ºs	ADJECTIVE
36.ª	ADJECTIVE
36.ªs	ADJECTIVE
36.º	ADJECTIVE
36.ºs	ADJECTIVE
37.º	ADJECTIVE
38.º	ADJECTIVE
39.º	ADJECTIVE
3a	ADJECTIVE
3o	ADJECTIVE
3ª	ADJECTIVE
3º	ADJECTIVE
4-1-1	PROPER_NOUN
4.ª	ADJECTIVE
4.ªs	ADJECTIVE
4.º	ADJECTIVE
4.ºs	ADJECTIVE
40.º	ADJECTIVE
41.º	ADJECTIVE
411	PROPER_NOUN
42.º	ADJECTIVE
43.º	ADJECTIVE
44.º	ADJECTIVE
45.º	ADJECTIVE
46.º	ADJECTIVE
47.º	ADJECTIVE
48.º	ADJECTIVE
49.ª	ADJECTIVE
49.ªs	ADJECTIVE
49.º	ADJECTIVE
49.ºs	ADJECTIVE
4ª	ADJECTIVE
4º	ADJECTIVE
5 pelado	NOUN
5 pelao	NOUN
5.ª	ADJECTIVE
5.ªs	ADJECTIVE
5.º	ADJECTIVE
5.ºs	ADJECTIVE
50.º	ADJECTIVE
51.ª	ADJECTIVE
51.º	ADJECTIVE
52.º	ADJECTIVE
53.º	ADJECTIVE
54.º	ADJECTIVE
55.ª	ADJECTIVE
55.ªs	ADJECTIVE
55.º	ADJECTIVE
55.ºs	ADJECTIVE
56.ª	ADJECTIVE
56.ªs	ADJECTIVE
56.º	ADJECTIVE
56.ºs	ADJECTIVE
57.º	ADJECTIVE
58.º	ADJECTIVE
59.º	ADJECTIVE
5mentarios	PREPOSITION
5ª	ADJECTIVE
5º	ADJECTIVE
6.ª	ADJECTIVE
6.ªs	ADJECTIVE
6.º	ADJECTIVE
6.ºs	ADJECTIVE
60.ª	ADJECTIVE
60.º	ADJECTIVE
61.º	ADJECTIVE
62.º	ADJECTIVE
63.º	ADJECTIVE
64.º	ADJECTIVE
65.º	ADJECTIVE
66.º	ADJECTIVE
67.º	ADJECTIVE
68.º	ADJECTIVE
69.º	ADJECTIVE
7 de octubre	PROPER_NOUN
7 metros	NOUN
7.ª	ADJECTIVE
7.ªs	ADJECTIVE
7.º	ADJECTIVE
7.ºs	ADJECTIVE
70.º	ADJECTIVE
71.º	ADJECTIVE
72.º	ADJECTIVE
73.º	ADJECTIVE
74.º	ADJECTIVE
75.º	ADJECTIVE
76.º	ADJECTIVE
77.º	ADJECTIVE
78.º	ADJECTIVE
79.º	ADJECTIVE
8-1-1	PROPER_NOUN
8-m	PROPER_NOUN
8.ª	ADJECTIVE
8.ªs	ADJECTIVE
8.º	ADJECTIVE
8.ºs	ADJECTIVE
80.º	ADJECTIVE
81.º	ADJECTIVE
811	PROPER_NOUN
82.º	ADJECTIVE
83.º	ADJECTIVE
84.º	ADJECTIVE
85.ª	ADJECTIVE
85.ªs	ADJECTIVE
85.º	ADJECTIVE
85.ºs	ADJECTIVE
86.º	ADJECTIVE
87.º	ADJECTIVE
88.º	ADJECTIVE
89.º	ADJECTIVE
8m	PROPER_NOUN
9-1-1	PROPER_NOUN
9.ª	ADJECTIVE
9.ªs	ADJECTIVE
9.º	ADJECTIVE
9.ºs	ADJECTIVE
90.º	ADJECTIVE
91.º	ADJECTIVE
911	PROPER_NOUN
92.º	ADJECTIVE
93.º	ADJECTIVE
94.º	ADJECTIVE
95.º	ADJECTIVE
96.º	ADJECTIVE
97.º	ADJECTIVE
98.º	ADJECTIVE
99.º	ADJECTIVE
?	OTHER
@	OTHER
a	NOUN,OTHER,PREPOSITION,VERB
a base de	PREPOSITION
a base de bien	OTHER
a boca de invierno	OTHER
a boca de jarro	OTHER
a boca de noche	OTHER
a bocajarro	OTHER
a borbotones	OTHER
a bordo	OTHER
a bote pronto	OTHER
a brazo partido	OTHER
a buen entendedor, pocas palabras bastan	OTHER
a buen fin no hay mal tiempo	OTHER
a buen hambre no hay pan duro	OTHER
a buen paso	OTHER
a buen recaudo	OTHER
a buen seguro	OTHER
a buena fe	OTHER
a buena hora	OTHER
a buenas	OTHER
a buenas horas	OTHER
a buenas horas mangas verdes	OTHER
a bulto	ADJECTIVE,OTHER
a cabalidad	OTHER
a caballito	OTHER
a caballo	OTHER
a caballo regalado no le mires el diente	OTHER
a caballo regalado, no le mires el dentado	OTHER
a cada dos por tres	OTHER
a cada instante	OTHER
a cada momento	OTHER
a cada paso	OTHER
a cada rato	OTHER
a cada uno lo suyo	OTHER
a cal y canto	OTHER
a calzón quitado	OTHER
a cambio de	PREPOSITION
a campo abierto	OTHER
a campo raso	OTHER
a campo traviesa	OTHER
a campo travieso	OTHER
a campo través	OTHER
a capa y espada	OTHER
a capela	OTHER
a capella	OTHER
a cappella	OTHER
a cara de perro	OTHER
a cara descubierta	OTHER
a cara o cruz	OTHER
a cargo	ADJECTIVE,OTHER
a cargo de	PREPOSITION
a carrera abierta	OTHER
a carrera tendida	OTHER
a carta cabal	OTHER
a casa	OTHER
a cascoporro	OTHER
a caso hecho	OTHER
a causa de	PREPOSITION
a cencerros tapados	OTHER
a cero	OTHER
a cholón	OTHER
a ciegas	OTHER
a cielo abierto	OTHER
a cielo descubierto	OTHER
